SNDG	ELIGIBLE_FIN_STAT_COND_1	ELIGIBLE_FIN_STAT_COND_2	ELIGIBLE_FIN_STAT_COND_3	ELIGIBLE_FIN_STAT_COND_4	ELIGIBLE_FIN_STAT_COND_5	ELIGIBLE_FIN_STAT_COND_6	ELIGIBLE_FIN_STAT_COND_7	ELIGIBLE_FIN_STAT_COND_8	ELIGIBLE_FIN_STAT_COND_9	NUM_IND_3	IND_03_	NUM_IND_4	DEN_IND_4	IND_04_	NUM_IND_5	DEN_IND_5	IND_05_	BR3	BR4	BR5	BR000009	BR000001	colore	COLOR_APP
0000000047304634	1	1	1	1	1	1	1	1	1	29000,000000	1,160	24000,000000	128000,000000	0,188	?	?	?	0	1	0	0	0	?	S01
0000000017701523	1	1	1	1	1	1	1	1	1	16000,000000	0,035	-622000,000000	3526000,000000	-0,176	?	?	?	1	1	0	0	0	?	S10
0000000016543126	1	1	1	1	1	0	1	1	1	10000,000000	?	-8000,000000	201000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047262720	1	1	1	1	1	0	0	0	0	132000,000000	?	362000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016667363	1	1	1	1	1	1	1	1	1	-26000,000000	-0,008	-104000,000000	7808000,000000	-0,013	?	?	?	1	1	0	0	0	?	S01
0000000017450251	1	1	1	1	1	1	1	1	1	8000,000000	0,013	2343000,000000	13478000,000000	0,174	?	?	?	1	1	0	0	0	?	S01
0000000027170517	1	1	1	1	1	1	1	1	1	82000,000000	0,111	-212000,000000	3000000,000000	-0,071	?	?	?	1	1	0	0	0	?	S01
0000000017427196	1	1	1	1	1	1	1	1	1	17000,000000	0,045	1008000,000000	2742000,000000	0,368	?	?	?	1	1	0	0	0	?	S10
0000000017517616	1	1	1	1	1	0	1	1	1	9000,000000	?	204000,000000	4549000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047265585	1	1	1	1	1	1	1	1	1	365000,000000	0,011	231000,000000	8591000,000000	0,027	?	?	?	1	1	0	0	0	?	S01
0000000017035725	1	1	1	1	1	0	1	1	1	20000,000000	?	183000,000000	4164000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000088505853	1	1	1	1	1	1	0	0	0	95000,000000	?	4949000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016874461	1	1	1	1	1	0	1	1	1	160000,000000	?	39000,000000	6505000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017018207	1	1	1	1	1	1	1	1	1	10000,000000	0,008	616000,000000	4472000,000000	0,138	?	?	?	1	1	0	0	0	?	S01
0000000024138280	1	1	1	1	1	1	1	1	1	25000,000000	0,029	-914000,000000	14320000,000000	-0,064	?	?	?	1	1	0	0	0	?	S10
0000000017575806	1	1	1	1	1	0	1	1	1	600000,000000	?	185000,000000	4534000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000049891630	1	1	1	1	1	1	1	1	1	0,000000	0,000	1093000,000000	4338000,000000	0,252	?	?	?	1	1	0	0	0	?	S01
0000000028022275	1	1	1	1	1	1	1	1	1	-580000,000000	-0,119	154000,000000	4500000,000000	0,034	?	?	?	1	1	0	0	0	?	S01
0000000017921495	1	1	1	1	1	0	1	1	1	-2000,000000	?	-58000,000000	826000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017719091	1	1	1	1	1	1	1	1	1	-91000,000000	-0,102	-778000,000000	19516000,000000	-0,040	?	?	?	1	1	0	0	0	?	S01
0000000017269929	1	1	1	1	1	0	1	1	1	60000,000000	?	371000,000000	2812000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000084313093	1	1	1	1	1	0	1	1	1	-69000,000000	?	-90000,000000	546000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000073926291	1	1	1	1	1	1	1	1	1	-833000,000000	-1,578	255000,000000	3057000,000000	0,083	?	?	?	1	1	0	0	0	?	S01
0000000016550269	1	1	1	1	1	1	1	1	1	32000,000000	0,027	58000,000000	304000,000000	0,191	?	?	?	1	1	0	0	0	?	S01
0000000017054495	1	1	1	1	1	1	1	1	1	290000,000000	2,661	281000,000000	3508000,000000	0,080	?	?	?	0	1	0	0	0	?	S10
0000000047712667	1	1	1	1	1	1	1	1	1	-127000,000000	-0,027	-299000,000000	9760000,000000	-0,031	?	?	?	1	1	0	0	0	?	S01
0000000017882869	1	1	1	1	1	1	1	1	1	278000,000000	0,019	1211000,000000	15311000,000000	0,079	?	?	?	1	1	0	0	0	?	S01
0000000016756072	1	1	1	1	1	1	1	1	1	-13000,000000	-0,014	-84000,000000	6293000,000000	-0,013	?	?	?	1	1	0	0	0	?	S10
0000000074810913	1	1	1	1	1	0	0	0	0	-275000,000000	?	1558000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S30
0000000016537519	1	1	1	1	1	0	0	0	0	722000,000000	?	3066000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047146509	1	1	1	1	1	0	1	1	1	-5000,000000	?	-8000,000000	90000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017358938	1	1	1	1	1	1	1	1	1	45000,000000	0,041	-4000,000000	7107000,000000	-0,001	?	?	?	1	1	0	0	0	?	S01
0000000017841965	1	1	1	1	1	0	1	1	1	49000,000000	?	259000,000000	35556000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000081265093	1	1	1	1	1	1	1	1	1	103000,000000	0,169	933000,000000	1591000,000000	0,586	?	?	?	1	0	0	0	0	?	S01
0000000070192477	1	1	1	1	1	1	1	1	1	10000,000000	0,111	-96000,000000	593000,000000	-0,162	?	?	?	1	1	0	0	0	?	S01
0000000016239391	1	1	1	1	1	1	1	1	1	82000,000000	0,398	769000,000000	944000,000000	0,815	?	?	?	1	0	0	0	0	?	S01
0000000049591956	1	1	1	1	1	0	1	1	1	324000,000000	?	295000,000000	2192000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017351134	1	1	1	1	1	0	1	1	1	1000,000000	?	345000,000000	3582000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000084662214	1	1	1	1	1	0	0	0	0	163000,000000	?	4873000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017844614	1	1	1	1	1	1	1	1	1	-624000,000000	-0,048	-268000,000000	1936000,000000	-0,138	?	?	?	1	1	0	0	0	?	S01
0000000047334947	1	1	1	1	1	1	1	1	1	-134000,000000	-0,384	927000,000000	10784000,000000	0,086	?	?	?	1	1	0	0	0	?	S01
0000000017919598	1	1	1	1	1	1	1	1	1	-3000,000000	-0,027	722000,000000	4419000,000000	0,163	?	?	?	1	1	0	0	0	?	S01
0000000016142593	1	1	1	1	1	0	1	1	1	-1000,000000	?	-303000,000000	6688000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017300878	1	1	1	1	1	1	1	1	1	-15000,000000	-0,055	803000,000000	2706000,000000	0,297	?	?	?	1	1	0	0	0	?	S01
0000000016871278	1	1	1	1	1	0	0	0	0	4999000,000000	?	1599000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017401842	1	1	1	1	1	1	1	1	1	-121000,000000	-0,083	-1661000,000000	6390000,000000	-0,260	?	?	?	1	1	0	0	0	?	S01
0000000090001721	1	1	1	1	1	1	0	0	0	98636000,000000	?	246543000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047252589	1	1	1	1	1	1	1	1	1	151000,000000	1,248	108000,000000	235000,000000	0,460	?	?	?	0	1	0	0	0	?	S01
0000000016809307	1	1	1	1	1	1	1	1	1	484000,000000	0,039	1424000,000000	3999000,000000	0,356	?	?	?	1	1	0	0	0	?	S01
0000000016138156	1	1	1	1	1	0	1	1	1	90000,000000	?	502000,000000	2701000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017308441	1	1	1	1	1	1	1	1	1	191000,000000	0,049	7654000,000000	27422000,000000	0,279	?	?	?	1	1	0	0	0	?	S01
0000000017640650	1	1	1	1	1	0	1	1	1	69000,000000	?	377000,000000	1400000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000027980698	1	1	1	1	1	1	1	1	1	4000,000000	0,005	286000,000000	4426000,000000	0,065	?	?	?	1	1	0	0	0	?	S01
0000000016424871	1	1	1	1	1	0	1	1	1	-7000,000000	?	27000,000000	1491000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016630981	1	1	1	1	1	0	1	1	1	-32471000,000000	?	2030000,000000	3239000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017847475	1	1	1	1	1	0	1	1	1	152000,000000	?	1535000,000000	58342000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000027377633	1	1	1	1	1	1	1	1	1	174000,000000	0,849	1638000,000000	2531000,000000	0,647	?	?	?	0	0	0	0	0	?	S01
0000000046879913	1	1	1	1	1	1	1	1	1	33000,000000	0,174	-51000,000000	7248000,000000	-0,007	?	?	?	1	1	0	0	0	?	S01
0000000017037692	1	1	1	1	1	1	1	1	1	390000,000000	5,821	1652000,000000	1688000,000000	0,979	?	?	?	0	0	0	0	0	?	S01
0000000047690701	1	1	1	1	1	0	1	1	1	-27000,000000	?	-123000,000000	4186000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017556713	1	1	1	1	1	1	1	1	1	11000,000000	0,028	100000,000000	1871000,000000	0,053	?	?	?	1	1	0	0	0	?	S10
0000000046976007	1	1	1	1	1	1	1	1	1	2000,000000	0,002	-103000,000000	927000,000000	-0,111	?	?	?	1	1	0	0	0	?	S10
0000000016550829	1	1	1	1	1	1	1	1	1	162000,000000	0,035	224000,000000	3721000,000000	0,060	?	?	?	1	1	0	0	0	?	S01
0000000078949621	1	1	1	1	1	0	0	0	0	1204000,000000	?	2522000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000073444165	1	1	1	1	1	1	1	1	1	87000,000000	0,344	2546000,000000	2306000,000000	1,104	?	?	?	1	0	0	0	0	?	S01
0000000017702091	1	1	1	1	1	0	1	1	1	722000,000000	?	1414000,000000	6032000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000078580024	1	1	1	1	1	1	1	1	1	103000,000000	9,364	80000,000000	573000,000000	0,140	?	?	?	0	1	0	0	0	?	S10
0000000017268254	1	1	1	1	1	1	1	1	1	-48000,000000	-0,055	259000,000000	5771000,000000	0,045	?	?	?	1	1	0	0	0	?	S01
0000000016630920	1	1	1	1	1	1	1	1	1	-68000,000000	-0,021	-49000,000000	9689000,000000	-0,005	?	?	?	1	1	0	0	0	?	S01
0000000017073908	1	1	1	1	1	0	0	0	0	-2935000,000000	?	14176000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S50
0000000016554525	1	1	1	1	1	0	1	1	1	5000,000000	?	-251000,000000	2988000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000079017820	1	1	1	1	1	0	1	1	1	-10000,000000	?	41000,000000	172000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016456537	1	1	1	1	1	1	1	1	1	-157000,000000	-0,039	-137000,000000	3392000,000000	-0,040	?	?	?	1	1	0	0	0	?	S10
0000000017315812	1	1	1	1	1	1	1	1	1	-130000,000000	-0,956	289000,000000	2708000,000000	0,107	?	?	?	1	1	0	0	0	?	S10
0000000016841045	1	1	1	1	1	0	1	1	1	3000,000000	?	-4000,000000	1339000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000072563235	1	1	1	1	1	0	1	1	1	-2000,000000	?	1000,000000	41000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016914206	1	1	1	1	1	0	1	1	1	-61000,000000	?	53000,000000	5495000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000016609206	1	1	1	1	1	0	1	1	1	-159000,000000	?	-373000,000000	3545000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017622774	1	1	1	1	1	0	1	1	1	92000,000000	?	134000,000000	2676000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017098412	1	1	1	1	1	0	1	1	1	250000,000000	?	955000,000000	7161000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016663487	1	1	1	1	1	1	1	1	1	-321000,000000	-0,141	35000,000000	4061000,000000	0,009	?	?	?	1	1	0	0	0	?	S30
0000000017327421	1	1	1	1	1	0	1	1	1	3000,000000	?	-9000,000000	581000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016535687	1	1	1	1	1	1	1	1	1	-15000,000000	-0,001	87000,000000	182000,000000	0,478	?	?	?	1	1	0	0	0	?	S01
0000000016155659	1	1	1	1	1	0	0	0	0	47639000,000000	?	2686000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000017880329	1	1	1	1	1	1	1	1	1	-13000,000000	-0,157	-100000,000000	4224000,000000	-0,024	?	?	?	1	1	0	0	0	?	S01
0000000047667172	1	1	1	1	1	0	1	1	1	-124000,000000	?	-137000,000000	3190000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017435958	1	1	1	1	1	1	1	1	1	54000,000000	1,317	975000,000000	1218000,000000	0,800	?	?	?	0	0	0	0	0	?	S01
0000000017823043	1	1	1	1	1	1	1	1	1	4000,000000	0,017	11000,000000	2730000,000000	0,004	?	?	?	1	1	0	0	0	?	S01
0000000016945511	1	1	1	1	1	0	1	1	1	-394000,000000	?	2687000,000000	1677000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047675241	1	1	1	1	1	0	1	1	1	-3093000,000000	?	391000,000000	5927000,000000	?	?	?	?	0	0	0	0	0	?	S20
0000000017414026	1	1	1	1	1	0	0	0	0	1000,000000	?	319000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017794990	1	1	1	1	1	1	1	1	1	36000,000000	0,165	931000,000000	7711000,000000	0,121	?	?	?	1	1	0	0	0	?	S01
0000000016959863	1	1	1	1	1	0	1	1	1	5000,000000	?	-138000,000000	2832000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017502640	1	1	1	1	1	1	1	1	1	3000,000000	0,055	-275000,000000	5022000,000000	-0,055	?	?	?	1	1	0	0	0	?	S01
0000000067626635	1	1	1	1	1	1	1	1	1	150000,000000	3,947	98000,000000	3162000,000000	0,031	?	?	?	0	1	0	0	0	?	S01
0000000069455428	1	1	1	1	1	1	1	1	1	163000,000000	2,203	71000,000000	120000,000000	0,592	?	?	?	0	0	0	0	0	?	S10
0000000016924071	1	1	1	1	1	1	1	1	1	61000,000000	0,007	-675000,000000	15168000,000000	-0,045	?	?	?	1	1	0	0	0	?	S01
0000000073239885	1	1	1	1	1	1	1	1	1	49000,000000	1,633	785000,000000	677000,000000	1,160	?	?	?	0	0	0	0	0	?	S01
0000000055564528	1	1	1	1	1	1	1	1	1	-1000,000000	-0,009	9000,000000	2047000,000000	0,004	?	?	?	1	1	0	0	0	?	S01
0000000073965357	1	1	1	1	1	0	1	1	1	0,000000	?	-343000,000000	5064000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000050380742	1	1	1	1	1	0	1	1	1	6000,000000	?	58000,000000	3393000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017589382	1	1	1	1	1	0	1	1	1	22000,000000	?	102000,000000	2558000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000074623682	1	1	1	1	1	0	0	0	0	592000,000000	?	3222000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047250626	1	1	1	1	1	1	1	1	1	100000,000000	0,017	98000,000000	4669000,000000	0,021	?	?	?	1	1	0	0	0	?	S01
0000000017417704	1	1	1	1	1	0	1	1	1	70000,000000	?	106000,000000	2466000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000069458898	1	1	1	1	1	0	1	1	1	30000,000000	?	295000,000000	935000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047715581	1	1	1	1	1	1	1	1	1	-66000,000000	-0,216	111000,000000	3187000,000000	0,035	?	?	?	1	1	0	0	0	?	S01
0000000017910529	1	1	1	1	1	0	0	0	0	3096000,000000	?	6463000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000076009834	1	1	1	1	1	1	1	1	1	58000,000000	1,812	1238000,000000	1331000,000000	0,930	?	?	?	0	0	0	0	0	?	S10
0000000073647611	1	1	1	1	1	0	1	1	1	0,000000	?	-9000,000000	54000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017951941	1	1	1	1	1	0	1	1	1	204000,000000	?	123000,000000	1189000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017349854	1	1	1	1	1	1	1	1	1	-252000,000000	-1,465	-572000,000000	3633000,000000	-0,157	?	?	?	1	1	0	0	0	?	S01
0000000017498937	1	1	1	1	1	1	1	1	1	16000,000000	1,455	223000,000000	1500000,000000	0,149	?	?	?	0	1	0	0	0	?	S01
0000000017244439	1	1	1	1	1	1	1	1	1	-127000,000000	-0,836	-60000,000000	450000,000000	-0,133	?	?	?	1	1	0	0	0	?	S01
0000000017598949	1	1	1	1	1	0	1	1	1	244000,000000	?	262000,000000	1590000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016828173	1	1	1	1	1	0	1	1	1	-766000,000000	?	-193000,000000	1769000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047008792	1	1	1	1	1	1	1	1	1	109000,000000	0,089	-21000,000000	670000,000000	-0,031	?	?	?	1	1	0	0	0	?	S10
0000000086009361	1	1	1	1	1	1	1	1	1	62000,000000	0,380	621000,000000	1153000,000000	0,539	?	?	?	1	0	0	0	0	?	S10
0000000017073414	1	1	1	1	1	0	1	1	1	2000,000000	?	47000,000000	250000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000080151552	1	1	1	1	1	1	1	1	1	-4000,000000	-0,250	1396000,000000	1648000,000000	0,847	?	?	?	1	0	0	0	0	?	S01
0000000017265107	1	1	1	1	1	1	1	1	1	-127000,000000	-0,073	-600000,000000	9775000,000000	-0,061	?	?	?	1	1	0	0	0	?	S10
0000000016934312	1	1	1	1	1	0	1	1	1	3000,000000	?	-291000,000000	2888000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017054520	1	1	1	1	1	1	1	1	1	-19000,000000	-0,021	-63000,000000	1620000,000000	-0,039	?	?	?	1	1	0	0	0	?	S01
0000000017388210	1	1	1	1	1	1	1	1	1	13000,000000	0,038	-244000,000000	19141000,000000	-0,013	?	?	?	1	1	0	0	0	?	S01
0000000017045605	1	1	1	1	1	1	1	1	1	70000,000000	0,097	6468000,000000	10493000,000000	0,616	?	?	?	1	0	0	0	0	?	S01
0000000027258885	1	1	1	1	1	0	1	1	1	110000,000000	?	-2000,000000	830000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016890249	1	1	1	1	1	0	1	1	1	161000,000000	?	-64000,000000	1595000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017317605	1	1	1	1	1	1	1	1	1	176000,000000	0,163	400000,000000	6868000,000000	0,058	?	?	?	1	1	0	0	0	?	S01
0000000016856215	1	1	1	1	1	1	1	1	1	-45000,000000	-0,037	8000,000000	1958000,000000	0,004	?	?	?	1	1	0	0	0	?	S01
0000000016559325	1	1	1	1	1	0	1	1	1	4030000,000000	?	-991000,000000	15929000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000054496931	1	1	1	1	1	1	1	1	1	24000,000000	0,178	-583000,000000	5208000,000000	-0,112	?	?	?	1	1	0	0	0	?	S01
0000000017491795	1	1	1	1	1	1	1	1	1	432000,000000	0,159	1083000,000000	24758000,000000	0,044	?	?	?	1	1	0	0	0	?	S01
0000000016271685	1	1	1	1	1	0	1	1	1	3000,000000	?	-364000,000000	3157000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000026774970	1	1	1	1	1	1	1	1	1	5000,000000	0,054	344000,000000	1696000,000000	0,203	?	?	?	1	1	0	0	0	?	S10
0000000049016200	1	1	1	1	1	1	1	1	1	915000,000000	0,289	253000,000000	7895000,000000	0,032	?	?	?	1	1	0	0	0	?	S01
0000000017038121	1	1	1	1	1	1	1	1	1	20000,000000	0,017	196000,000000	2985000,000000	0,066	?	?	?	1	1	0	0	0	?	S01
0000000047279409	1	1	1	1	1	0	1	1	1	21000,000000	?	-31000,000000	724000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000086150794	1	1	1	1	1	1	1	1	1	107000,000000	0,453	429000,000000	588000,000000	0,730	?	?	?	1	0	0	0	0	?	S30
0000000016929043	1	1	1	1	1	1	1	1	1	1554000,000000	12,843	-15000,000000	3731000,000000	-0,004	?	?	?	0	1	0	0	0	?	S01
0000000017897646	1	1	1	1	1	0	1	1	1	695000,000000	?	1486000,000000	8145000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000024878171	1	1	1	1	1	0	1	1	1	98000,000000	?	1118000,000000	7432000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000068905600	1	1	1	1	1	1	1	1	1	-188000,000000	-0,069	-992000,000000	20221000,000000	-0,049	?	?	?	1	1	0	0	0	?	S10
0000000017582340	1	1	1	1	1	0	0	0	0	40000,000000	?	58000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017028932	1	1	1	1	1	1	1	1	1	1440000,000000	0,106	1829000,000000	24113000,000000	0,076	?	?	?	1	1	0	0	0	?	S01
0000000016921205	1	1	1	1	1	0	1	1	1	-1040000,000000	?	160000,000000	9631000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000066587195	1	1	1	1	1	1	1	1	1	10000,000000	10,000	472000,000000	657000,000000	0,718	?	?	?	0	0	0	0	0	?	S01
0000000017251342	1	1	1	1	1	0	1	1	1	4000,000000	?	-10912000,000000	37024000,000000	?	?	?	?	0	0	0	0	0	?	S50
0000000086831308	1	1	1	1	1	1	1	1	1	26000,000000	0,178	447000,000000	2082000,000000	0,215	?	?	?	1	1	0	0	0	?	S01
0000000058859022	1	1	1	1	1	0	1	1	1	8000,000000	?	55000,000000	1799000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000017040761	1	1	1	1	1	1	1	1	1	74000,000000	0,368	586000,000000	2626000,000000	0,223	?	?	?	1	1	0	0	0	?	S01
0000000016206504	1	1	1	1	1	0	1	1	1	480000,000000	?	125000,000000	643000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016551001	1	1	1	1	1	1	1	1	1	5000,000000	0,015	-21000,000000	1737000,000000	-0,012	?	?	?	1	1	0	0	0	?	S01
0000000016748912	1	1	1	1	1	0	1	1	1	1357000,000000	?	-62000,000000	3016000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000067954368	1	1	1	1	1	1	1	1	1	8000,000000	0,348	11000,000000	336000,000000	0,033	?	?	?	1	1	0	0	0	?	S01
0000000053468416	1	1	1	1	1	1	1	1	1	-20000,000000	-0,364	-630000,000000	677000,000000	-0,931	?	?	?	1	1	0	0	0	?	S30
0000000058872544	1	1	1	1	1	0	0	0	0	7954000,000000	?	5147000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000067660418	1	1	1	1	1	0	1	1	1	23000,000000	?	1133000,000000	2233000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047272442	1	1	1	1	1	0	1	1	1	34000,000000	?	-91000,000000	760000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017482844	1	1	1	1	1	1	1	1	1	81000,000000	0,184	4000,000000	9519000,000000	0,000	?	?	?	1	1	0	0	0	?	S01
0000000017459723	1	1	1	1	1	1	1	1	1	1004000,000000	0,084	1021000,000000	19198000,000000	0,053	?	?	?	1	1	0	0	0	?	S01
0000000017391454	1	1	1	1	1	1	1	1	1	84000,000000	0,117	681000,000000	3628000,000000	0,188	?	?	?	1	1	0	0	0	?	S01
0000000017658960	1	1	1	1	1	1	1	1	1	2000,000000	0,002	643000,000000	8379000,000000	0,077	?	?	?	1	1	0	0	0	?	S01
0000000028509262	1	1	1	1	1	1	1	1	1	-37045000,000000	-1,000	-3811000,000000	16028000,000000	-0,238	?	?	?	1	1	0	0	0	?	S01
0000000058844190	1	1	1	1	1	0	1	1	1	2000,000000	?	26000,000000	174000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017469676	1	1	1	1	1	1	1	1	1	83000,000000	0,269	1429000,000000	21552000,000000	0,066	?	?	?	1	1	0	0	0	?	S01
0000000068510504	1	1	1	1	1	0	1	1	1	-6000,000000	?	1000,000000	838000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016537215	1	1	1	1	1	0	0	0	0	36000000,000000	?	5070000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017045604	1	1	1	1	1	0	0	0	0	121000,000000	?	3299000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017625133	1	1	1	1	1	0	0	0	0	69000,000000	?	1778000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000026948548	1	1	1	1	1	1	1	1	1	2000,000000	0,080	538000,000000	14930000,000000	0,036	?	?	?	1	1	0	0	0	?	S01
0000000047714132	1	1	1	1	1	0	1	1	1	209000,000000	?	44000,000000	4556000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017837646	1	1	1	1	1	1	1	1	1	114000,000000	0,115	-342000,000000	11324000,000000	-0,030	?	?	?	1	1	0	0	0	?	S01
0000000058877667	1	1	1	1	1	0	1	1	1	5000,000000	?	-43000,000000	1016000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017737370	1	1	1	1	1	0	1	1	1	306000,000000	?	813000,000000	12043000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000054314527	1	1	1	1	1	1	1	1	1	-11000,000000	-0,007	-3067000,000000	25194000,000000	-0,122	?	?	?	1	1	0	0	0	?	S20
0000000054383459	1	1	1	1	1	1	1	1	1	107000,000000	5,632	2003000,000000	2088000,000000	0,959	?	?	?	0	0	0	0	0	?	S10
0000000088577910	1	1	1	1	1	0	0	0	0	2000,000000	?	1750000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017615840	1	1	1	1	1	1	1	1	1	1000,000000	0,018	-22000,000000	7706000,000000	-0,003	?	?	?	1	1	0	0	0	?	S01
0000000048889803	1	1	1	1	1	0	1	1	1	-176000,000000	?	-1531000,000000	62401000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000048522551	1	1	1	1	1	0	0	0	0	213917000,000000	?	71661000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016924540	1	1	1	1	1	0	1	1	1	-185000,000000	?	-200000,000000	2487000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017293894	1	1	1	1	1	1	1	1	1	68000,000000	0,932	591000,000000	2236000,000000	0,264	?	?	?	0	1	0	0	0	?	S01
0000000073711628	1	1	1	1	1	0	0	0	0	203000,000000	?	3689000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017647931	1	1	1	1	1	1	1	1	1	97000,000000	0,091	328000,000000	4246000,000000	0,077	?	?	?	1	1	0	0	0	?	S01
0000000017159697	1	1	1	1	1	1	1	1	1	27000,000000	0,073	2213000,000000	11034000,000000	0,201	?	?	?	1	1	0	0	0	?	S01
0000000017025584	1	1	1	1	1	0	1	1	1	-1695000,000000	?	15000,000000	53934000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000058873062	1	1	1	1	1	0	0	0	0	-207000,000000	?	114000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017250365	1	1	1	1	1	1	1	1	1	0,000000	0,000	345000,000000	1888000,000000	0,183	?	?	?	1	1	0	0	0	?	S01
0000000017411045	1	1	1	1	1	1	1	1	1	38000,000000	0,023	3435000,000000	38517000,000000	0,089	?	?	?	1	1	0	0	0	?	S01
0000000066549525	1	1	1	1	1	1	1	1	1	57000,000000	0,223	-436000,000000	2504000,000000	-0,174	?	?	?	1	1	0	0	0	?	S01
